,theme,vector
236,원전,"[-13680.58492577  -6042.06078733   9552.81825275  23857.9492701
   3006.36336506  11972.65111857  -1233.17191604 -24529.57934406
   3880.18863781   -739.29756464   6161.40636495  12199.69508604
   1212.79961246  11780.52189987  -8035.82159936   4526.9398519
    516.39968263  -7939.44898794  18120.32777807   -420.53432778
   3450.37757259  -6734.79495919 -12619.26430496    159.41173331
   4032.55473157    305.72903539  -7347.74740246  -3812.42890283
  25447.20016253 -15974.57575458   4043.27155765   6144.41402362
  10424.95153643  -9795.02521086   9102.79018285  -7668.97677452
   5448.32964474   -920.9691374    4999.01339934  16023.03284185
 -18067.31334231  -7013.1471438   13540.65747096 -12665.86473549
   -883.3689265   15900.23265739 -24613.12221059  -4917.19516482
 -10650.49286624  -8041.84108023  16700.48277969  -1693.20470232
   -697.10499305  -1095.85581025   6582.29004108  11572.26902252
   8631.46157067 -15381.04575148   7883.58700252 -20790.54255008
  10619.40587904 -23014.50627805  -1403.1005262  -12091.09150742
 -11226.10204821  13775.95087402  10665.59210224  15305.16612673
   4775.42150326   5512.48591387 -11771.21706485  -8505.27764877
    -77.9272226   14793.41493908  22351.10658827   3087.01706872
 -11342.77488038   4723.92380513   -261.75204994   1682.94991729
  -4136.89598833   -477.11224221 -19911.40575127   7650.95708064
   2442.26029551  -5151.24954369 -12157.18326726 -23539.70839717
  -9671.17685493   6205.29382004   6155.14131668 -10222.52304203
  13362.29187985 -21343.1951831    -210.43259512   6108.08165925
   4992.03692449   5819.12219316   6574.89031433  -3589.3731607 ]"
237,테슬라,"[  -123.43973591 -21602.50045722   4639.06342296   5515.76289104
  -4479.39487043  -5715.96437216   1705.89694257 -14278.17458099
 -12692.20636595  -9804.60106812  -2829.97654729   6385.0808775
   6235.06585211  15942.98275526 -12120.06849098   1036.99957956
  15013.29980055   -400.27056226  16320.17496302  12311.86562504
   7584.93948286  12174.51937084   8292.55011816  -7058.89600205
  -4146.20165316  -1114.23551565 -15483.9158573   12144.00978017
   7611.20037512 -10253.92327128  -1687.63598327  -4643.17797118
   9513.71555731  -4817.66323655   7129.20184046   2030.60522443
   6477.94742619  -3601.74193247  -1496.52147197  -2970.21436819
 -16591.0028951  -10886.45240702  19074.18152088 -15418.95920724
   1204.26388185   3660.83063355  -3459.23776119   3213.80100145
   8922.21978509  -6322.3173339    9049.36621252  -8365.69092567
   1794.83578005  -5471.42286044  -1957.55389222   3824.78682779
  -1708.6399982   -3155.14462961  14176.16698247 -16021.26738978
  -9497.86862827 -16757.86476866   9198.11173117  -4542.7855287
 -14509.80814164  29377.9426287    3862.94008379  -1305.64936689
   4318.97347551  -4606.27458518  -5450.0867126     263.63289517
   1250.80415574  22396.70239773  16536.45305427  -8914.59304646
 -33422.213991     6022.21275037   5788.51111815   4638.65515885
 -13494.09415961   -884.48554193  -9183.12216579   2089.24379002
  11563.58801353  -4694.84025393 -15645.17402853 -20343.45256362
  -3264.25369889  14047.50859108  12985.7615732  -18719.08347259
   1327.2976515    -984.72871934  -2083.89226255   4759.10478282
  10416.63962512   3511.08396076  -7824.84121003  12548.6551223 ]"
238,언팩,"[  9529.1720772  -24214.40218781   2542.51359087  16477.78891836
  -8314.652468   -23139.12686359  21587.16517849 -14082.45509373
 -23349.10250895 -15943.40602714   3808.6900886    8786.1411267
  11664.81902557   3488.52699978 -12161.60896898  13337.74011056
  19783.76809744 -16333.68656885  24979.69287321   7591.84586255
  -7341.27452175  18075.45580484   -347.82932788 -12222.76766965
  -5704.36387491 -18090.48543211 -30598.46955008   9926.13822247
 -12132.21618757  -3182.79300295  -1499.62453852  -2418.16618509
  -1401.51945792  -4545.46597383  35910.44947939   3826.57525807
  -5665.16032747  -6809.19729624 -10665.25514169   7855.258513
  -9531.23643138 -14551.49195935  12192.83103559  -3238.60894885
  16587.7072246    1063.04055851 -12059.21711553   1246.33037365
  23271.57783247   -175.98750626    793.80080016  -8302.75005935
   9927.47090512 -12037.98564169 -12674.45745863  13572.95338557
  12373.80371543  19714.11550414  12594.72149492 -28008.59491505
  -8307.0112848  -14384.30658644   6072.5522468    1524.08022689
 -20022.65963763  25932.31687181 -18075.31434052    432.7906195
   5956.25005681 -11136.60822586 -13753.97350797 -10574.23446973
   8231.90891465  31055.17040592  20164.13033891  -2874.06154122
 -20994.19866468   4212.8332158     668.85210623  -3236.5094284
 -24151.2373829    1427.4104581   -7388.77818188 -11502.321984
  33279.86811994   9046.29457783 -20036.21376581 -16462.9914648
 -22854.89765081   5839.62180873   6882.62323427 -28782.41838614
  -8605.21845325   9720.94221138  12776.46285897 -14842.09619686
   8542.60411688  20674.10618184  -9630.59752925    613.09098049]"
239,Z플립,"[  8393.61779388 -17796.10925903    319.3477958    9065.80286073
  -8646.80843263 -20592.03495422  13589.59899713 -14593.4796046
 -19671.46612202 -13760.28156702   -596.42148296   5303.80431279
   5819.84639863   3774.02505469 -10156.55133616   8248.24329387
  15214.86800091 -13866.26173643  14278.40304079   6785.74046487
  -4655.16467227  15953.26120319   1887.84085101 -12786.81888016
  -8105.30155757 -11722.86587848 -25664.62155871   8704.00339761
  -9189.10205524  -2128.81263769  -6431.56653647   -295.45652498
  -2672.6106297   -3353.71237971  30916.85505054   6381.30585154
  -9126.11323586  -6879.41893141  -6344.83719372   3663.65555569
  -5644.47823981 -13018.73457014  13350.33246078   2588.41197574
  14732.1144922    -693.52183377 -11317.7304458    1881.75281074
  18778.25414922   1985.15303445   2920.84271158  -7520.69855964
  10452.07952706  -9210.28783083  -9259.38556221  10503.92101412
   3812.48417998  18470.86658128   9075.49778402 -19884.28023395
  -8977.38646106 -10878.7095635    7384.83829937   1417.22509316
 -17096.24514474  18136.84843794 -15994.30000863  -5553.88621343
   3696.32062246  -7220.50477902 -11872.77426773  -3353.50639141
   6468.84947201  22264.87683873  17241.93914723    287.60798524
 -16507.88012756   2917.44637905  -1952.41895072  -4416.75572235
 -21140.2308935   -1137.24015393  -5173.61064276  -8102.52932064
  30588.93989666   7334.91771383 -16554.35263727 -12424.48275641
 -16028.32172425   5717.03805247   9180.60844885 -26314.32302527
  -8233.46092664   6568.3901282    8974.97286898 -13691.58830621
   8777.63763125  13100.9174181   -9001.36710312    670.6360625 ]"
240,친환경차,"[ -1003.26859556 -24779.86527502   2126.29878388  16271.90154393
   8121.12364933   4582.57040958   1241.57634045 -15169.24318225
  -8648.39433843   3274.40965257   4798.7542766    4633.23771751
   9960.84737465  18322.88207706 -12092.09344121   5327.62138641
  10005.64686756   1146.542499    18548.14009688  10480.19994321
    -81.13774112   5940.77347766   6332.46817557  -7912.90223308
    414.29642022   3562.1648918   -7700.79419735  13074.91654118
  14222.70125988 -15874.8417675    5001.41453615  -7317.88849334
   7079.42143989  -6085.06702443   9978.47364207  -4516.35847475
  14398.22286455 -11422.53318215   1804.76251139   5863.14144225
 -21893.32856468  -3529.53839389  17221.62642697 -20828.90498347
   8573.55240186  15041.13887195 -11620.86873953   2862.39370798
    572.52265232 -10231.6226494    5098.4648304  -14246.08410658
   5052.59521457  -7822.34182118  -5879.31330971   4841.6126917
   9794.01560356   -285.56991949   9505.70991229 -18739.36711102
  -8265.43497527 -21528.39090447   -469.30033095  -3950.32561519
  -5047.11495945  29408.23304088   3368.73037966   -906.40734754
  16304.74893123  -5344.64149231  -5517.48690066  -5780.63045272
   -310.7290016   20589.75588566  22783.89206277 -11413.45872113
 -25289.11701016   5999.41536176  11073.01873279    119.42915176
 -13319.72635787  -8444.69848951 -16239.03268994    737.96483006
   2883.61246143  -2110.03783757 -15005.24584475 -28793.75114509
    463.63529427  22809.07260057  14854.9126253  -15989.18549593
   3340.49043528   5206.36107824  -8722.78381359   4459.33838476
  22920.80846517  10401.03869071 -11830.43041811   9904.26410604]"
241,방역,"[ -3839.70783701 -11843.45860067   4980.03026384   6807.81244495
    922.17854592   6900.69519299  -9446.98620013 -10303.97516976
   3289.90897497   -287.72476296  -1803.726843     6550.02889711
  -3912.29982663   7153.00699875  -2430.81725195   8354.44880171
   -975.73896423  -6143.87097818   7524.90020738   2301.88429118
   5994.34824341  -9108.36939866 -21329.66314816   8888.60846905
   5675.77208163  -8916.15425444  -3553.94196163   4976.08246208
  23020.10688484 -10091.38635887    390.95672147   2188.55484706
  18895.95375633    370.86130304  10619.86372431   7799.80592178
   4105.88473708  10860.03763071  19909.2802498   14742.8628377
 -18286.62947377  -4486.99351988   5715.7396221    1618.56551682
 -11331.00159051   8093.15600861 -16813.77776613  -4025.44431575
   -353.02896562   7158.86683291   5548.25556377  10751.41654823
  -5583.84642981   -778.14405479   -785.28873178   5021.91272251
  10466.82601263  -2076.84378112   5445.34197585 -20459.8505957
   3827.57692968  -9234.63916069    463.11822012  -5909.79919575
 -12268.41140768   2397.97010914   -138.34895695    719.87136212
   -198.13415661   7667.79995086   1042.1081431   -5452.08074041
  -7587.66583276  14317.86954723   4570.17786763   3541.60246845
  -6382.55784531   6645.60619369  -6341.03339207  -2424.86288009
  -6107.00360675  -9385.11795615  -3228.27242418   7415.67837311
  -1186.10217921   1510.65238751 -15641.69973953  -1629.77214345
   1907.09103779  10475.5024817    -680.02515738 -10238.5979268
  15061.90936547  -1337.8758994    4005.37007983  -3885.54654186
  12353.36065926    596.00008827  -4937.34468464 -16992.57462518]"
242,중국,"[-11945.55964155  -5386.20978333   1440.00897313   5023.34296972
   3875.65201034   -236.90017217  -6551.7601084   -7125.35270714
  -7291.64163948 -12028.49802059  -3987.25941848   8960.03817962
  -1177.14966693   6544.93141438  -2297.37251823   2800.22366103
   7450.03906223  -1521.07781941   4222.51061661   8448.34104779
   6608.91759066   1544.58464786 -11187.89623975   -409.21751688
   6623.60919171  -5866.98566461  -7216.54712064   7080.17783718
   9402.05037079  -5325.59714093  -4860.67902383   5538.60239449
  10121.6738501   -7304.6564952    7453.9111232    -194.67051293
   4566.04847576   6419.1582979    3523.70395101   5398.30250012
 -12870.31135147  -6268.83500007  12174.54611883  -7672.77368242
  -6918.29872078  12824.35905612  -3242.45039508   2759.27733668
  -1250.42304679   1240.14578139   4520.25869453   4651.63733743
  -2324.23201577   2042.78252427   2848.61570172    945.29001543
   4747.62120041  -7108.31716797   5472.36061668 -17909.78928746
   4373.16586144  -9678.80990082   5582.45938033  -6418.71093882
 -17102.57274592  16853.47518294  -2171.86472053   1887.32406463
  -1604.38090942   2743.24919138  -4037.78813991  -7641.06944947
  -1528.57434208  16288.18086369  11088.07208162  -5373.96355552
 -22449.41621127   1983.04700311  -3427.92734566   6209.26727284
 -11625.8159156   -7092.89850511 -10843.59821302  10816.24719842
   2696.3616181   -2025.69031022 -13130.26348267  -6848.52740555
  -2913.05544059   4543.20893096   6930.26140757 -10680.85934919
   3240.08857973  -9524.86725946  -1912.78312684    454.66867206
   2642.11671027   6924.16814865   6405.46774248  -5876.33755955]"
243,라텍스,"[ -6422.89665464 -14907.79952095   -851.13051734   6567.90274252
   4114.04478212   2383.23455707  -7045.49393222 -12297.68847553
  -4461.7856874   -1472.86567842   1951.33978162   -114.46522687
   8122.30090358  10353.35310747  -7120.4652338    1631.64024673
   -758.81696794  -1777.39239773  15908.63964241   5356.86045099
   2479.19101795   -149.28344492  -2071.60658535  -1471.26287611
   1659.10490174  -5269.59887924  -4772.64101432   7213.24123081
  13829.44129657  -5366.57741932  -2591.26475598  -2096.86044407
   7157.58877022  -2081.07699082  10968.69421428   5804.67295612
   3921.67997826    -37.6018301    3636.72251405   4216.39858219
  -9368.1141006   -9423.05539916  10085.62049624  -4941.23052382
  -4000.93329491   9935.69570942 -10757.4155089    7679.5734664
   7402.09923639  -1377.23476625  10696.55942835  -3380.08991414
  -7835.81697215  -3112.81254159  -1522.74913138  -5407.00694042
   5208.55053772   1809.08001941   1369.32188008 -10906.21259226
    176.45305423 -11009.16611613  -3457.49974695   2006.63638558
  -8011.29152624  17501.97263744  -3702.26105768   1031.99431132
     35.64912315  -2526.03707009  -3056.68611096   3884.88655921
   -793.58154058  10889.05743494  12078.45636295  -1913.08854963
 -17198.6818049    6488.26336733  -1902.60705698  -3109.0525305
  -3908.12730696  -4289.31227869  -5091.1044773     304.70022919
   1467.95517906  -3347.93599758 -12553.02325154 -13958.71989228
   2751.81916702  10212.1469262    6131.67564837 -12742.42070651
   1827.05317818   8301.45768014  -2037.45041006   4128.69053738
   8436.94692917   4840.17247016    -59.69787163   2923.2987708 ]"
244,펭수,"[   640.92025675  -6294.90708754   3248.63930307   5059.43195407
   5849.83936824  -3479.78420165    891.30491496  -7202.58088893
   1656.31598812   1833.544648     2734.36545231  -1270.08542515
  -1711.7388024    3219.65866308  -4303.16546828   9996.84266316
  -3254.67885036  -5906.53116109   7324.17192959   5086.83752742
  -5825.38492404   8840.73323297  -5662.18591834  -1684.44585471
   7104.87307808  -2057.98346962  -3006.34981824   5050.66633069
   -752.14545014  -2210.31993018   2265.33024702   1401.53663869
   6173.12348476  -2414.43889268  16932.72544541   3272.97826711
  -3959.83631169   7532.37966062   3917.21558626   4688.1422279
  -6474.03332153 -12630.73042981   8658.61436957  -1475.9997293
   -478.2461143   -3345.86374591  -2360.79498492  -4856.49244081
    184.82453551   3034.45581583  -3747.71848799 -10019.76859183
    829.32350421  -4870.91950208   -131.36590707   1100.04278864
  10218.73477054   7118.49710729   3319.4349932  -13130.305954
  -1088.03706772  -6380.31598728   2895.64128719   4533.28972032
  -7466.91669744  12590.72830269  -9491.97814526   2462.01532966
   9625.6422987   -2307.00160431   4729.37028632  -6825.29063095
  -3339.86401133   9495.80658297   8487.89425671   2061.2624998
    -42.6966327     -93.49286656   4459.33082644   4288.32235389
 -10119.51581967  -3247.17386702  -7451.24142073  -4842.46702117
   2691.5733348    4734.81855774 -14112.60590153  -7213.72791431
  -4213.43291499  11642.68904709  -1826.16886701  -6638.14164592
    722.08835607   4938.57379809   -646.43310539   1499.57027201
   7090.22926267   2591.82470516  -3527.2495906   -4675.55517459]"
245,호흡기,"[-12272.43636394 -12253.88386488   3158.61809528  13798.01654564
   1237.04765173  10747.26506226  -3285.91071335  -6946.9005033
   1947.00756078  -7540.73851475   1261.54281215   3673.59757212
   3946.03953182   7748.86853436  -5312.06500323  12755.31013467
  -4964.72456373  -7109.10528264  16529.20955586    433.38747959
   3775.98860062  -4577.68533797  -9270.93837964   6056.18202931
   8215.60268906  -9434.93014564  -4378.647847     3862.73470805
  20546.54527115  -6997.65227577    251.43004739   2979.98029697
  23844.24083463  -2850.85894011   7497.45315404   6295.59873618
   6144.89234032  11382.12577889   3595.98335111  11899.24103546
 -14826.90694114  -4530.04187945  11745.72676389  -4415.21561654
 -12778.28399626   2722.68815015 -19076.2121573    3136.40270865
   5664.57832534   -125.62159716  10311.94176454  10102.72373501
  -6837.2789739   -2858.55577728   2518.40807028    706.43598637
   8985.22580771  -4287.40859955   6361.22122263 -16229.49886026
   7826.92729971  -7776.81325596  -6332.07498911  -5719.60907459
 -14125.34666507   5823.73324067  -1136.37291407   3069.82913627
  -5561.04540752   2767.29589743    428.62086089  -4708.57494126
  -4068.836208    17772.11618096  15882.47376267   4834.6449826
  -9151.94058786  12031.70601598 -11878.13050525  -3242.80819155
  -8195.45966524 -14897.221037     4446.10984028  13200.97620574
   4489.63135662  -1907.34090142 -21590.76161049  -2709.65919693
     44.93953597   3658.71626489   3134.97361613 -12150.53459864
   7135.62006908  -4153.69560335  -2932.96011268    673.29309484
  17276.43499596   7274.94715389   4063.04862591  -9766.57525305]"
246,가상화폐,"[ 2.80554561e+03 -4.18345977e+03  1.50435900e+04  3.37048063e+03
  1.73352589e+03  1.37906645e+03 -4.03854391e+03 -1.88545299e+04
 -9.56995136e+03 -2.97923243e+03  1.03824185e+04 -4.75659975e+03
 -4.72524300e+03  3.55366718e+03 -4.72544292e+03  1.03717064e+04
  6.19018452e+03 -1.57509477e+03  1.68543116e+03  1.75216790e+04
  6.53010035e+03 -3.63116063e+03  9.10172444e+03  1.37723395e+02
  9.44827778e+03  1.15023678e+03 -7.78579657e+03  7.15818632e+03
  8.25370144e+03 -2.16731730e+03  9.21887325e+03 -2.38233092e+03
  7.74981381e+03  3.72699580e+00 -1.71872864e+04 -5.56064841e+03
 -8.75274481e+02  8.39806654e+03  1.65759041e+02 -6.92905303e+03
 -2.84953511e+03 -3.95795446e+03  1.70072199e+04 -8.23211214e+03
  2.81832804e+03  6.69257141e+03 -8.97362197e+03  3.70913440e+03
  7.35550044e+03  4.26262007e+03  8.75787202e+03 -1.34196493e+03
  1.07542960e+04  1.14491783e+03 -9.32522342e+02  5.98290851e+03
  4.87933100e+03  1.08859828e+04  1.19464738e+03  6.41071158e+02
 -5.75062238e+03 -1.45849107e+04  1.47852233e+04 -2.41966061e+03
 -2.01179955e+04  1.53518374e+04 -3.09566122e+03 -8.13541830e+03
 -2.19937079e+03  1.37373515e+03 -5.45341721e+03  2.79203049e+03
  1.62265289e+04  3.62885118e+03  7.50370966e+03 -1.17266081e+04
 -1.46102898e+04 -5.52438530e+03  4.09473471e+03  2.49283175e+03
 -2.10821682e+04 -6.84454938e+03 -6.26147619e+03  8.31673914e+02
  1.10216780e+04  9.21918931e+03 -1.52381652e+04 -4.74952908e+03
 -7.53568403e+03  1.72800033e+04  1.18215321e+03 -1.36197396e+04
  2.43612796e+03 -1.88746329e+02  6.42085344e+02  1.87519432e+03
 -3.14256105e+03 -7.72674736e+03  9.43590507e+02  2.93310337e+03]"
247,일자리,"[ -7217.75397245  -6822.94047444  10979.33418521  14629.99024613
   6006.23790604  12048.7433085   -6294.50171545 -10852.54785046
  -1290.36186151   1952.53310689   -258.08795527  10407.11437786
   2886.75713251   9349.71147639  -4565.36578069   5020.88863981
    217.95503598  -4869.99344693  13255.88948725   8920.09197882
  -5669.782875     -908.80074238  -8266.86982537   -411.01344937
  10020.71798061  -2979.33268963   -987.27028981   4972.07638738
  15225.86655289  -8318.47773249   8071.29315356   1293.87837729
   9599.83835988   5796.01682457   5514.99979429    347.35186067
  10658.24732602  -5850.7930645    7639.29536411  10813.50037598
 -13715.53366432  -1443.32625747   8912.40947761 -11666.37654526
   -482.40503369   8658.08845734 -13391.02628969   1838.06764242
 -12148.16257564  -1716.74997082   4008.62401036  -3086.89146937
  -2724.27714419   1810.45859081  -1362.10627708   8241.22983747
  12278.36206372    623.98964914   9331.81888986 -11501.81841959
   3361.90554177  -6408.82147431  -6078.617413    -9473.04698372
  -6811.81022839  12130.0137815     820.77256813   2989.47087776
   6885.94723504  -5567.31373691  -2669.22824735  -8090.34870501
   1602.2826007    7281.83247614  15180.53583405  -1467.44147151
  -7989.44020454    214.97140737   3233.59564751    433.51601976
 -10411.87070557  -7056.06185016  -4797.66200238   7020.74220817
  -3407.45489293  -3403.97259057  -7353.00589992  -7863.84365794
    721.89838451  14339.36642452   5413.3179578  -14772.79153504
  12558.23296102  -2103.7366663   -4884.29222345   2724.92471383
   2121.84340958   5748.44483728    225.81420843   -512.62002499]"
